timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1594954293981,602142,GetObserver,200,OK,Grupo de Usuários 1-3,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,602142,0,0
1594954302145,603306,GetObserver,200,OK,Grupo de Usuários 1-7,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,603306,0,1
1594954321998,590016,GetObserver,200,OK,Grupo de Usuários 1-8,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,590016,0,1
1594954868594,44039,GetObserver,200,OK,Grupo de Usuários 1-9,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,44039,0,3
1594954884621,34830,GetObserver,200,OK,Grupo de Usuários 1-10,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,34830,0,1
1594954889807,34730,GetObserver,200,OK,Grupo de Usuários 1-1,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,34730,0,1
1594954255384,677984,GetObserver,200,OK,Grupo de Usuários 1-5,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,677984,0,1
1594954896156,39002,GetObserver,200,OK,Grupo de Usuários 1-3,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,39002,0,0
1594954888763,47444,GetObserver,200,OK,Grupo de Usuários 1-6,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,47444,0,0
1594954905482,37649,GetObserver,200,OK,Grupo de Usuários 1-7,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,37649,0,1
1594954912635,42194,GetObserver,200,OK,Grupo de Usuários 1-9,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,42194,0,0
1594954919452,48385,GetObserver,200,OK,Grupo de Usuários 1-10,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,48385,0,0
1594954935158,45129,GetObserver,200,OK,Grupo de Usuários 1-3,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,45128,0,0
1594954954832,36965,GetObserver,200,OK,Grupo de Usuários 1-9,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,36965,0,0
1594954327386,670872,GetObserver,200,OK,Grupo de Usuários 1-4,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,670872,0,1
1594954980289,38264,GetObserver,200,OK,Grupo de Usuários 1-3,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,38264,0,1
1594954991798,323041,GetObserver,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Grupo de Usuários 1-9,text,false,,2667,0,10,10,http://127.0.0.1:6000/api/getObserve,0,0,0
1594954936209,378628,GetObserver,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Grupo de Usuários 1-6,text,false,,2667,0,10,10,http://127.0.0.1:6000/api/getObserve,0,0,0
1594954998283,316557,GetObserver,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Grupo de Usuários 1-4,text,false,,2667,0,10,10,http://127.0.0.1:6000/api/getObserve,0,0,1
1594955018554,296286,GetObserver,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Grupo de Usuários 1-3,text,false,,2667,0,10,10,http://127.0.0.1:6000/api/getObserve,0,0,0
1594954933400,381454,GetObserver,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Grupo de Usuários 1-5,text,false,,2667,0,10,10,http://127.0.0.1:6000/api/getObserve,0,0,1
1594954880804,434060,GetObserver,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Grupo de Usuários 1-2,text,false,,2667,0,10,10,http://127.0.0.1:6000/api/getObserve,0,0,0
1594954943134,371733,GetObserver,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Grupo de Usuários 1-7,text,false,,2667,0,4,4,http://127.0.0.1:6000/api/getObserve,0,0,0
1594954924538,390334,GetObserver,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Grupo de Usuários 1-1,text,false,,2667,0,3,3,http://127.0.0.1:6000/api/getObserve,0,0,0
1594954967838,347043,GetObserver,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Grupo de Usuários 1-10,text,false,,2667,0,2,2,http://127.0.0.1:6000/api/getObserve,0,0,1
1594954912038,402843,GetObserver,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Grupo de Usuários 1-8,text,false,,2667,0,1,1,http://127.0.0.1:6000/api/getObserve,0,0,0
